,Date,Product_id,Quantity,Customer_id,Price,Total
697,26-01-2023,3,8,100504,13,104
698,14-05-2023,9,3,100072,96,288
699,14-07-2023,8,7,100977,23,161
700,17-06-2023,12,3,100198,85,255
701,19-04-2023,3,7,100054,13,91
702,21-08-2023,20,2,100650,87,174
703,17-06-2023,2,6,100145,24,144
704,22-06-2023,13,3,100961,64,192
705,14-07-2023,13,3,100210,64,192
706,23-05-2023,20,9,100129,87,783
707,04-08-2023,17,7,100094,37,259
708,10-05-2023,10,5,100178,79,395
709,11-02-2023,20,7,100607,87,609
710,29-08-2023,2,9,100563,24,216
711,10-01-2023,6,1,100852,38,38
712,04-10-2023,16,7,100815,21,147
713,27-01-2023,15,6,100955,13,78
714,29-06-2023,1,9,100210,91,819
715,25-04-2023,7,1,100242,27,27
716,29-11-2023,17,4,100520,37,148
717,05-02-2023,10,9,100081,79,711
718,30-11-2023,7,4,100437,27,108
719,21-01-2023,2,3,100743,24,72
720,16-01-2023,20,9,100479,87,783
721,07-05-2023,17,2,100319,37,74
722,13-04-2023,17,4,100169,37,148
723,11-01-2023,8,6,100739,23,138
724,15-11-2023,20,2,100203,87,174
725,20-03-2023,6,8,100251,38,304
726,03-05-2023,2,8,100435,24,192
727,06-03-2023,12,1,100181,85,85
728,31-08-2023,8,3,100621,23,69
729,09-12-2023,1,9,100255,91,819
730,28-02-2023,6,5,100311,38,190
731,16-10-2023,3,6,100293,13,78
732,22-04-2023,9,4,100591,96,384
733,27-08-2023,13,2,100460,64,128
734,25-12-2023,12,8,100991,85,680
735,12-05-2023,13,6,100651,64,384
736,08-07-2023,13,5,100207,64,320
737,27-03-2023,19,9,100279,74,666
738,07-11-2023,7,1,100884,27,27
739,07-11-2023,17,5,100801,37,185
740,28-02-2023,1,6,100493,91,546
741,25-03-2023,3,5,100082,13,65
742,09-06-2023,3,6,100974,13,78
743,25-02-2023,18,6,100996,39,234
744,24-10-2023,10,7,100369,79,553
745,14-01-2023,18,4,100408,39,156
746,09-06-2023,19,8,100387,74,592
747,22-10-2023,12,7,100172,85,595
748,13-12-2023,12,9,100483,85,765
749,12-07-2023,9,7,100452,96,672
750,23-07-2023,8,3,100433,23,69
751,12-04-2023,20,3,100518,87,261
752,08-02-2023,7,8,100625,27,216
753,31-10-2023,15,5,100753,13,65
754,20-12-2023,13,4,100444,64,256
755,18-11-2023,19,8,100779,74,592
756,05-05-2023,1,6,100160,91,546
757,22-02-2023,9,2,100840,96,192
758,23-12-2023,6,4,100977,38,152
759,04-06-2023,14,4,100813,14,56
760,17-12-2023,17,6,100494,37,222
761,04-11-2023,4,6,100021,45,270
762,03-03-2023,18,1,100781,39,39
763,17-10-2023,3,8,100391,13,104
764,22-01-2023,17,6,100438,37,222
765,27-06-2023,10,3,100875,79,237
766,30-09-2023,11,9,100086,21,189
767,08-08-2023,4,2,100778,45,90
768,05-12-2023,17,8,100929,37,296
769,09-07-2023,9,3,100944,96,288
770,05-02-2023,18,5,100308,39,195
771,17-09-2023,19,6,100610,74,444
772,28-11-2023,9,6,100551,96,576
773,24-06-2023,15,4,100157,13,52
774,07-01-2023,13,3,100567,64,192
775,04-08-2023,19,4,100745,74,296
776,08-09-2023,16,1,100180,21,21
777,24-02-2023,8,4,100264,23,92
778,10-08-2023,11,1,100390,21,21
779,05-07-2023,15,1,100475,13,13
780,22-11-2023,15,6,100314,13,78
781,24-08-2023,19,5,100465,74,370
782,29-12-2023,1,4,100291,91,364
783,20-03-2023,16,3,100385,21,63
784,11-08-2023,4,1,100576,45,45
785,01-04-2023,9,6,100621,96,576
786,25-09-2023,3,2,100493,13,26
787,30-11-2023,13,8,100074,64,512
788,19-05-2023,8,5,100342,23,115
789,12-11-2023,8,7,100140,23,161
790,03-10-2023,11,2,100733,21,42
791,05-09-2023,14,8,100481,14,112
792,27-08-2023,12,2,100201,85,170
793,12-08-2023,17,4,100159,37,148
794,31-10-2023,18,1,100939,39,39
795,18-05-2023,1,5,100195,91,455
796,15-06-2023,9,9,100005,96,864
797,06-05-2023,8,1,100014,23,23
798,14-02-2023,10,9,100883,79,711
799,23-05-2023,3,8,100513,13,104
800,19-08-2023,13,6,100748,64,384
801,05-05-2023,11,7,100743,21,147
802,26-08-2023,3,3,100384,13,39
803,19-10-2023,18,1,100504,39,39
804,09-11-2023,6,5,100415,38,190
805,09-12-2023,16,2,100948,21,42
806,14-07-2023,11,5,100426,21,105
807,22-06-2023,12,8,100963,85,680
808,15-01-2023,7,9,100405,27,243
809,11-09-2023,19,2,100994,74,148
810,16-06-2023,9,3,100761,96,288
811,04-04-2023,6,3,100383,38,114
812,07-09-2023,7,1,100394,27,27
813,19-04-2023,16,8,100502,21,168
814,01-07-2023,7,6,100316,27,162
815,13-05-2023,8,8,100657,23,184
816,24-06-2023,8,9,100603,23,207
817,24-05-2023,9,5,100073,96,480
818,02-11-2023,7,3,100419,27,81
819,26-12-2023,8,5,100907,23,115
820,22-05-2023,7,5,100040,27,135
821,12-10-2023,8,5,100944,23,115
822,06-01-2023,20,3,100128,87,261
823,22-09-2023,12,4,100395,85,340
824,08-04-2023,5,9,100955,41,369
825,13-02-2023,4,9,100580,45,405
826,04-05-2023,4,2,100167,45,90
827,28-07-2023,3,8,100199,13,104
828,08-09-2023,16,8,100782,21,168
829,12-10-2023,20,7,100447,87,609
830,04-05-2023,1,8,100981,91,728
831,20-12-2023,18,3,100262,39,117
832,01-09-2023,2,6,100790,24,144
833,27-11-2023,16,1,100936,21,21
834,31-12-2023,12,7,100770,85,595
835,09-09-2023,20,1,100740,87,87
836,18-08-2023,11,9,100357,21,189
837,09-01-2023,16,1,100522,21,21
838,17-02-2023,19,1,100727,74,74
839,31-05-2023,9,7,100501,96,672
840,24-04-2023,16,2,100651,21,42
841,27-07-2023,6,5,100706,38,190
842,21-12-2023,17,8,100378,37,296
843,05-05-2023,9,8,100714,96,768
844,06-06-2023,13,3,100060,64,192
845,06-12-2023,8,7,100667,23,161
846,25-10-2023,19,3,100395,74,222
847,08-07-2023,5,6,100949,41,246
848,31-08-2023,2,6,100435,24,144
849,11-10-2023,17,3,100754,37,111
850,29-09-2023,14,7,100253,14,98
851,26-06-2023,16,3,100249,21,63
852,06-08-2023,18,8,100490,39,312
853,09-10-2023,2,4,100036,24,96
854,19-06-2023,17,1,100944,37,37
855,30-06-2023,12,4,100833,85,340
856,26-12-2023,13,7,100371,64,448
857,21-08-2023,6,4,100647,38,152
858,19-05-2023,15,6,100724,13,78
859,06-06-2023,4,9,100693,45,405
860,09-05-2023,17,1,100029,37,37
861,29-04-2023,15,5,100715,13,65
862,03-03-2023,11,7,100682,21,147
863,09-04-2023,1,1,100661,91,91
864,11-06-2023,1,4,100152,91,364
865,03-03-2023,7,6,100268,27,162
866,02-10-2023,13,2,100620,64,128
867,20-12-2023,19,5,100467,74,370
868,05-04-2023,4,1,100967,45,45
869,09-04-2023,11,6,100698,21,126
870,21-04-2023,12,6,100151,85,510
871,05-09-2023,20,4,100261,87,348
872,22-05-2023,9,8,100254,96,768
873,29-10-2023,6,4,100617,38,152
874,26-09-2023,18,8,100593,39,312
875,02-11-2023,9,8,100975,96,768
876,25-05-2023,8,5,100679,23,115
877,21-02-2023,9,4,100862,96,384
878,10-04-2023,16,2,100166,21,42
879,01-06-2023,20,3,100013,87,261
880,27-04-2023,11,3,100120,21,63
881,04-07-2023,12,4,100790,85,340
882,02-04-2023,6,4,100095,38,152
883,04-06-2023,16,5,100660,21,105
884,08-01-2023,14,4,100729,14,56
885,29-12-2023,7,8,100939,27,216
886,01-10-2023,14,6,100394,14,84
887,06-03-2023,12,6,100408,85,510
888,21-05-2023,12,8,100724,85,680
889,24-01-2023,13,7,100601,64,448
890,28-01-2023,9,8,100998,96,768
891,11-10-2023,15,2,100923,13,26
892,30-05-2023,6,9,100083,38,342
893,24-12-2023,19,1,100531,74,74
894,06-03-2023,5,8,100932,41,328
895,23-11-2023,19,4,100194,74,296
896,09-09-2023,8,4,100898,23,92
897,22-02-2023,4,5,100434,45,225
898,07-01-2023,9,8,100170,96,768
899,21-10-2023,8,5,100850,23,115
900,26-05-2023,18,8,100438,39,312
901,29-08-2023,14,1,100259,14,14
902,03-09-2023,13,9,100709,64,576
903,14-08-2023,7,6,100310,27,162
904,24-06-2023,5,3,100513,41,123
905,05-04-2023,5,8,100991,41,328
906,27-01-2023,16,9,100546,21,189
907,10-05-2023,1,6,100675,91,546
908,02-09-2023,6,7,100908,38,266
909,28-02-2023,14,1,100392,14,14
910,03-02-2023,16,5,100601,21,105
911,25-07-2023,5,5,100316,41,205
912,09-09-2023,17,4,100752,37,148
913,07-02-2023,18,6,100422,39,234
914,23-10-2023,11,7,100771,21,147
915,19-11-2023,16,9,100898,21,189
916,18-12-2023,10,1,100947,79,79
917,28-01-2023,9,6,100746,96,576
918,19-03-2023,18,7,100891,39,273
919,18-03-2023,19,3,100092,74,222
920,16-10-2023,2,8,100112,24,192
921,05-06-2023,13,5,100652,64,320
922,13-02-2023,4,9,100587,45,405
923,08-05-2023,6,5,100796,38,190
924,02-03-2023,2,9,100817,24,216
925,13-10-2023,7,4,100353,27,108
926,02-08-2023,9,9,100834,96,864
927,07-11-2023,16,5,100147,21,105
928,02-11-2023,4,9,100276,45,405
929,13-11-2023,15,3,100767,13,39
930,26-04-2023,11,4,100215,21,84
931,25-09-2023,9,9,100953,96,864
932,14-07-2023,12,6,100767,85,510
933,19-08-2023,12,2,100408,85,170
934,15-08-2023,18,7,100716,39,273
935,02-06-2023,18,2,100316,39,78
936,29-10-2023,9,2,100007,96,192
937,08-08-2023,12,1,100173,85,85
938,06-06-2023,1,3,100836,91,273
939,19-10-2023,14,6,100504,14,84
940,14-11-2023,4,8,100002,45,360
941,31-01-2023,12,9,100100,85,765
942,09-11-2023,20,7,100072,87,609
943,20-02-2023,7,4,100793,27,108
944,17-04-2023,19,6,100714,74,444
945,17-11-2023,19,5,100428,74,370
946,19-04-2023,18,8,100538,39,312
947,16-05-2023,6,1,100427,38,38
948,05-12-2023,10,1,100671,79,79
949,11-02-2023,12,6,100296,85,510
950,22-03-2023,11,2,100751,21,42
951,03-05-2023,17,5,100442,37,185
952,30-03-2023,16,1,100175,21,21
953,10-10-2023,15,7,100181,13,91
954,08-02-2023,3,1,100384,13,13
955,22-03-2023,13,4,100191,64,256
956,02-01-2023,20,9,100721,87,783
957,29-07-2023,10,1,100138,79,79
958,19-08-2023,15,4,100203,13,52
959,19-12-2023,5,6,100499,41,246
960,01-11-2023,6,6,100187,38,228
961,29-08-2023,11,8,100515,21,168
962,30-05-2023,14,1,100972,14,14
963,17-01-2023,20,7,100113,87,609
964,29-04-2023,19,1,100462,74,74
965,28-05-2023,13,7,100581,64,448
966,28-12-2023,3,3,100834,13,39
967,25-05-2023,3,8,100218,13,104
968,26-12-2023,6,3,100191,38,114
969,21-08-2023,11,1,100206,21,21
970,06-02-2023,8,8,100061,23,184
971,18-12-2023,11,3,100768,21,63
972,30-04-2023,11,2,100188,21,42
973,16-05-2023,10,1,100829,79,79
974,17-11-2023,9,3,100778,96,288
975,29-10-2023,20,2,100197,87,174
976,05-12-2023,13,2,100266,64,128
977,12-04-2023,9,6,100924,96,576
978,06-08-2023,15,1,100893,13,13
979,28-02-2023,12,2,100419,85,170
980,06-10-2023,19,6,100452,74,444
981,26-04-2023,17,3,100642,37,111
982,28-11-2023,15,4,100935,13,52
983,18-03-2023,14,1,100640,14,14
984,17-05-2023,6,8,100112,38,304
985,14-03-2023,6,7,100890,38,266
986,06-02-2023,1,7,100652,91,637
987,31-01-2023,5,3,100171,41,123
988,26-03-2023,8,3,100082,23,69
989,07-06-2023,9,2,100301,96,192
990,01-11-2023,3,1,100088,13,13
991,19-10-2023,7,7,100387,27,189
992,28-05-2023,6,7,100128,38,266
993,13-08-2023,13,2,100284,64,128
994,05-03-2023,4,7,100066,45,315
995,28-08-2023,4,8,100351,45,360
996,19-12-2023,3,1,100031,13,13
997,05-06-2023,16,9,100600,21,189
998,25-12-2023,18,7,100241,39,273
999,26-07-2023,2,3,100490,24,72
1000,20-05-2023,1,8,100497,91,728
1001,14-09-2023,13,7,100689,64,448
1002,04-10-2023,17,8,100779,37,296
1003,10-09-2023,3,6,100104,13,78
1004,13-08-2023,4,9,100010,45,405
1005,11-02-2023,9,5,100063,96,480
1006,03-11-2023,20,3,100273,87,261
1007,21-01-2023,5,3,100770,41,123
1008,10-08-2023,3,1,100979,13,13
1009,15-06-2023,13,8,100008,64,512
1010,06-11-2023,10,2,100682,79,158
1011,09-05-2023,8,3,100597,23,69
1012,14-01-2023,8,8,100809,23,184
1013,16-02-2023,10,8,100043,79,632
1014,28-04-2023,15,4,100100,13,52
1015,12-12-2023,5,4,100217,41,164
1016,22-10-2023,5,5,100535,41,205
1017,28-10-2023,17,6,100811,37,222
1018,11-01-2023,6,5,100008,38,190
1019,11-12-2023,1,7,100385,91,637
1020,18-05-2023,2,2,100618,24,48
1021,23-10-2023,12,7,100533,85,595
1022,21-01-2023,11,7,100986,21,147
1023,31-03-2023,16,1,100780,21,21
1024,29-08-2023,15,7,100273,13,91
1025,23-09-2023,18,5,100955,39,195
1026,30-11-2023,9,3,100498,96,288
1027,15-08-2023,18,3,100485,39,117
1028,23-05-2023,15,4,100776,13,52
1029,03-04-2023,5,2,100346,41,82
1030,27-10-2023,18,2,100619,39,78
1031,12-08-2023,6,1,100440,38,38
1032,22-11-2023,19,5,100345,74,370
1033,09-09-2023,20,4,100380,87,348
1034,16-02-2023,15,2,100699,13,26
1035,29-08-2023,19,3,100912,74,222
1036,28-06-2023,14,7,100352,14,98
1037,29-07-2023,17,7,100323,37,259
1038,20-06-2023,18,4,100837,39,156
1039,14-06-2023,10,5,100246,79,395
1040,10-12-2023,12,5,100964,85,425
1041,23-02-2023,16,6,100370,21,126
1042,24-03-2023,18,9,100682,39,351
1043,18-06-2023,8,2,100409,23,46
1044,30-07-2023,3,5,100388,13,65
1045,22-12-2023,15,3,100626,13,39
1046,11-09-2023,10,4,100059,79,316
1047,28-05-2023,12,6,100999,85,510
1048,06-12-2023,14,8,100365,14,112
1049,25-07-2023,9,1,100895,96,96
1050,09-10-2023,5,8,100339,41,328
1051,19-01-2023,10,7,100826,79,553
1052,21-08-2023,1,1,100103,91,91
1053,15-02-2023,1,2,100004,91,182
1054,11-06-2023,17,3,100468,37,111
1055,10-05-2023,5,1,100892,41,41
1056,15-06-2023,12,9,100716,85,765
1057,01-03-2023,10,8,100412,79,632
1058,26-07-2023,16,2,100743,21,42
1059,21-09-2023,18,9,100856,39,351
1060,01-01-2023,1,7,100910,91,637
1061,03-12-2023,16,9,100948,21,189
1062,05-10-2023,16,6,100143,21,126
1063,25-08-2023,10,6,100027,79,474
1064,31-07-2023,1,4,100617,91,364
1065,28-01-2023,14,2,100126,14,28
1066,07-04-2023,10,7,100890,79,553
1067,23-09-2023,20,5,100544,87,435
1068,05-07-2023,8,6,100287,23,138
1069,15-11-2023,1,2,100974,91,182
1070,13-09-2023,18,5,100717,39,195
1071,17-11-2023,12,4,100770,85,340
1072,15-08-2023,7,9,100835,27,243
1073,27-01-2023,14,6,100255,14,84
1074,15-04-2023,18,2,100378,39,78
1075,17-05-2023,14,1,100463,14,14
1076,09-10-2023,13,5,100634,64,320
1077,09-03-2023,8,9,100703,23,207
1078,28-05-2023,6,6,100675,38,228
1079,13-08-2023,13,7,100891,64,448
1080,24-12-2023,13,5,100487,64,320
1081,06-09-2023,8,6,100528,23,138
1082,04-03-2023,9,5,100424,96,480
1083,15-01-2023,3,9,100677,13,117
1084,19-11-2023,14,6,100193,14,84
1085,08-11-2023,8,8,100004,23,184
1086,03-05-2023,17,2,100654,37,74
1087,30-12-2023,20,9,100981,87,783
1088,23-03-2023,9,5,100965,96,480
1089,09-06-2023,10,7,100833,79,553
1090,10-10-2023,18,1,100330,39,39
1091,08-01-2023,9,5,100018,96,480
1092,10-10-2023,14,2,100649,14,28
1093,28-07-2023,7,6,100369,27,162
1094,17-02-2023,3,1,100895,13,13
1095,26-04-2023,6,3,100047,38,114
1096,28-02-2023,5,5,100993,41,205
1097,25-08-2023,10,4,100827,79,316
1098,02-03-2023,4,3,100754,45,135
1099,28-11-2023,15,5,100334,13,65
1100,20-03-2023,20,8,100695,87,696
1101,13-09-2023,15,4,100455,13,52
1102,30-05-2023,9,1,100240,96,96
1103,18-09-2023,20,7,100622,87,609
1104,28-12-2023,16,8,100497,21,168
1105,20-05-2023,7,3,100410,27,81
1106,01-08-2023,11,6,100757,21,126
1107,05-09-2023,1,2,100628,91,182
1108,30-08-2023,5,7,100814,41,287
1109,05-05-2023,2,8,100084,24,192
1110,22-08-2023,18,6,100357,39,234
1111,10-10-2023,1,6,100439,91,546
1112,16-03-2023,6,5,100962,38,190
1113,16-07-2023,4,8,100954,45,360
1114,08-04-2023,10,1,100965,79,79
1115,03-11-2023,9,4,100954,96,384
1116,18-09-2023,5,4,100488,41,164
1117,11-03-2023,15,3,100675,13,39
1118,05-02-2023,1,3,100878,91,273
1119,22-05-2023,8,4,100717,23,92
1120,01-08-2023,3,1,100927,13,13
1121,24-06-2023,5,2,100103,41,82
1122,17-09-2023,1,9,100752,91,819
1123,17-05-2023,16,2,100395,21,42
1124,02-01-2023,7,5,100301,27,135
1125,25-05-2023,11,9,100622,21,189
1126,02-06-2023,14,9,100200,14,126
1127,28-10-2023,10,8,100730,79,632
1128,24-10-2023,16,1,100147,21,21
1129,04-12-2023,12,1,100891,85,85
1130,08-09-2023,15,9,100533,13,117
1131,18-03-2023,2,8,100898,24,192
1132,17-08-2023,11,9,100586,21,189
1133,03-10-2023,3,7,100804,13,91
1134,05-09-2023,5,3,100878,41,123
1135,26-06-2023,2,3,100734,24,72
1136,20-06-2023,9,2,100517,96,192
1137,10-10-2023,13,5,100033,64,320
1138,06-10-2023,3,3,100131,13,39
1139,13-07-2023,18,6,100510,39,234
1140,22-08-2023,16,2,100816,21,42
1141,14-06-2023,6,3,100090,38,114
1142,07-04-2023,7,5,100309,27,135
1143,24-12-2023,9,1,100853,96,96
1144,03-05-2023,13,1,100690,64,64
1145,20-10-2023,1,9,100562,91,819
1146,16-07-2023,4,7,100896,45,315
1147,30-04-2023,8,1,100479,23,23
1148,30-07-2023,13,8,100173,64,512
1149,23-01-2023,15,3,100918,13,39
1150,12-06-2023,8,8,100457,23,184
1151,31-08-2023,2,5,100978,24,120
1152,28-12-2023,7,1,100119,27,27
1153,15-07-2023,15,7,100494,13,91
1154,17-07-2023,4,5,100679,45,225
1155,06-12-2023,17,6,100554,37,222
1156,30-11-2023,7,6,100247,27,162
1157,19-03-2023,16,8,100250,21,168
1158,11-09-2023,13,9,100217,64,576
1159,19-01-2023,10,2,100175,79,158
1160,06-03-2023,11,9,100772,21,189
1161,15-09-2023,6,9,100967,38,342
1162,30-10-2023,2,7,100676,24,168
1163,19-06-2023,18,1,100717,39,39
1164,21-02-2023,17,7,100092,37,259
1165,14-08-2023,4,5,100109,45,225
1166,21-02-2023,9,6,100446,96,576
1167,27-09-2023,16,7,100733,21,147
1168,22-08-2023,10,5,100030,79,395
1169,08-01-2023,7,7,100165,27,189
1170,15-03-2023,12,9,100952,85,765
1171,29-07-2023,2,3,100952,24,72
1172,02-12-2023,7,8,100335,27,216
1173,21-03-2023,4,2,100925,45,90
1174,08-02-2023,8,7,100393,23,161
1175,29-08-2023,14,2,100785,14,28
1176,16-05-2023,11,4,100288,21,84
1177,23-06-2023,1,7,100226,91,637
1178,16-11-2023,6,3,100737,38,114
1179,21-12-2023,9,2,100264,96,192
1180,23-07-2023,19,7,100682,74,518
1181,29-11-2023,4,1,100488,45,45
1182,11-02-2023,13,8,100975,64,512
1183,18-06-2023,8,3,100920,23,69
1184,12-12-2023,1,2,100687,91,182
1185,01-10-2023,2,3,100127,24,72
1186,14-07-2023,19,5,100682,74,370
1187,12-06-2023,16,8,100140,21,168
1188,17-11-2023,20,7,100945,87,609
1189,07-09-2023,5,7,100548,41,287
1190,05-10-2023,12,7,100649,85,595
1191,19-01-2023,3,8,100743,13,104
1192,13-11-2023,8,1,100504,23,23
1193,05-02-2023,6,4,100093,38,152
1194,01-05-2023,16,6,100815,21,126
1195,20-11-2023,3,9,100709,13,117
1196,17-12-2023,20,2,100341,87,174
1197,28-05-2023,11,1,100893,21,21
1198,27-04-2023,2,2,100230,24,48
1199,16-02-2023,2,7,100955,24,168
1200,11-08-2023,12,3,100590,85,255
1201,20-02-2023,5,2,100785,41,82
1202,21-11-2023,18,7,100947,39,273
1203,27-12-2023,4,2,100616,45,90
1204,21-02-2023,5,3,100067,41,123
1205,16-08-2023,16,7,100660,21,147
1206,27-03-2023,8,4,100352,23,92
1207,22-12-2023,11,1,100387,21,21
1208,03-06-2023,18,5,100933,39,195
1209,15-01-2023,12,9,100735,85,765
1210,24-01-2023,15,8,100761,13,104
1211,16-06-2023,7,9,100754,27,243
1212,29-01-2023,1,9,100743,91,819
1213,31-05-2023,13,7,100391,64,448
1214,03-07-2023,12,4,100670,85,340
1215,11-07-2023,5,5,100658,41,205
1216,09-08-2023,9,1,100804,96,96
1217,16-03-2023,2,1,100576,24,24
1218,06-05-2023,16,3,100990,21,63
1219,29-09-2023,15,8,100877,13,104
1220,30-07-2023,18,2,100448,39,78
1221,17-10-2023,10,4,100828,79,316
1222,16-12-2023,18,2,100239,39,78
1223,03-04-2023,16,5,100229,21,105
1224,29-03-2023,7,9,100266,27,243
1225,31-03-2023,19,1,100119,74,74
1226,10-02-2023,6,5,100298,38,190
1227,09-11-2023,18,9,100090,39,351
1228,15-07-2023,12,1,100115,85,85
1229,14-11-2023,11,9,100092,21,189
1230,16-12-2023,15,8,100349,13,104
1231,04-05-2023,9,4,100759,96,384
1232,12-09-2023,20,5,100607,87,435
1233,26-10-2023,18,5,100960,39,195
1234,15-03-2023,6,6,100193,38,228
1235,29-04-2023,3,7,100763,13,91
1236,25-08-2023,17,8,100965,37,296
1237,23-11-2023,5,8,100119,41,328
1238,11-05-2023,15,2,100587,13,26
1239,24-08-2023,10,9,100377,79,711
1240,11-05-2023,9,7,100131,96,672
1241,08-12-2023,18,4,100874,39,156
1242,05-01-2023,12,4,100321,85,340
1243,27-08-2023,15,8,100977,13,104
1244,28-05-2023,1,4,100390,91,364
1245,13-12-2023,17,6,100591,37,222
1246,07-10-2023,13,5,100755,64,320
1247,22-03-2023,6,3,100002,38,114
1248,07-02-2023,1,2,100319,91,182
1249,15-08-2023,20,9,100064,87,783
1250,26-06-2023,12,9,100605,85,765
1251,28-10-2023,20,1,100549,87,87
1252,03-06-2023,8,3,100195,23,69
1253,24-11-2023,11,8,100868,21,168
1254,06-08-2023,3,6,100398,13,78
1255,20-12-2023,18,5,100434,39,195
1256,09-05-2023,13,5,100328,64,320
1257,22-08-2023,7,6,100790,27,162
1258,04-06-2023,17,7,100374,37,259
1259,12-04-2023,16,1,100817,21,21
1260,16-07-2023,18,9,100696,39,351
1261,05-09-2023,5,3,100957,41,123
1262,24-02-2023,20,4,100816,87,348
1263,02-05-2023,10,1,100130,79,79
1264,15-07-2023,11,3,100533,21,63
1265,20-10-2023,14,2,100680,14,28
1266,03-07-2023,11,2,100617,21,42
1267,22-10-2023,4,1,100605,45,45
1268,01-06-2023,4,8,100228,45,360
1269,25-12-2023,17,3,100110,37,111
1270,01-06-2023,3,3,100405,13,39
1271,12-01-2023,2,6,100010,24,144
1272,04-12-2023,5,8,100552,41,328
1273,22-07-2023,6,9,100873,38,342
1274,21-05-2023,2,9,100472,24,216
1275,05-01-2023,7,4,100324,27,108
1276,17-10-2023,4,5,100149,45,225
1277,18-12-2023,16,2,100836,21,42
1278,26-01-2023,7,9,100966,27,243
1279,07-11-2023,4,8,100304,45,360
1280,12-09-2023,2,3,100858,24,72
1281,27-05-2023,19,9,100225,74,666
1282,28-04-2023,13,3,100512,64,192
1283,07-11-2023,16,9,100697,21,189
1284,30-06-2023,17,2,100467,37,74
1285,23-04-2023,20,9,100151,87,783
1286,22-11-2023,19,8,100616,74,592
1287,08-04-2023,9,9,100291,96,864
1288,14-11-2023,2,5,100150,24,120
1289,09-05-2023,12,2,100765,85,170
1290,14-12-2023,8,8,100682,23,184
1291,04-12-2023,20,6,100870,87,522
1292,15-12-2023,3,8,100821,13,104
1293,12-03-2023,1,5,100848,91,455
1294,18-11-2023,7,2,100720,27,54
1295,19-02-2023,16,6,100036,21,126
1296,18-11-2023,3,5,100614,13,65
1297,27-11-2023,15,5,100328,13,65
1298,21-01-2023,2,1,100317,24,24
1299,08-06-2023,12,2,100515,85,170
1300,14-08-2023,18,8,100706,39,312
1301,18-01-2023,14,3,100127,14,42
1302,24-10-2023,12,3,100281,85,255
1303,06-07-2023,2,8,100869,24,192
1304,09-03-2023,20,8,100724,87,696
1305,16-02-2023,9,2,100588,96,192
1306,01-06-2023,17,8,100490,37,296
1307,17-06-2023,2,1,100647,24,24
1308,01-08-2023,3,6,100849,13,78
1309,31-03-2023,10,8,100221,79,632
1310,13-04-2023,3,3,100507,13,39
1311,09-03-2023,7,8,100299,27,216
1312,04-10-2023,17,1,100722,37,37
1313,07-07-2023,4,9,100990,45,405
1314,29-09-2023,4,9,100386,45,405
1315,14-09-2023,8,5,100061,23,115
1316,20-05-2023,18,4,100830,39,156
1317,26-03-2023,13,6,100342,64,384
1318,12-05-2023,7,7,100157,27,189
1319,04-09-2023,7,5,100848,27,135
1320,01-06-2023,17,9,100734,37,333
1321,23-06-2023,8,3,100216,23,69
1322,28-02-2023,19,7,100869,74,518
1323,28-08-2023,6,5,100751,38,190
1324,08-02-2023,18,7,100957,39,273
1325,14-03-2023,18,2,100830,39,78
1326,26-04-2023,14,4,100231,14,56
1327,13-12-2023,4,2,100718,45,90
1328,12-12-2023,19,7,100754,74,518
1329,23-07-2023,12,2,100054,85,170
1330,13-10-2023,15,1,100946,13,13
1331,07-07-2023,14,9,100887,14,126
1332,16-02-2023,4,1,100795,45,45
1333,22-07-2023,6,8,100184,38,304
1334,08-01-2023,6,2,100878,38,76
1335,16-05-2023,18,8,100500,39,312
1336,02-10-2023,13,3,100745,64,192
1337,05-03-2023,17,6,100402,37,222
1338,21-08-2023,11,3,100307,21,63
1339,08-07-2023,6,7,100835,38,266
1340,11-12-2023,18,9,100676,39,351
1341,11-12-2023,20,2,100935,87,174
1342,15-05-2023,15,5,100869,13,65
1343,27-10-2023,12,6,100164,85,510
1344,15-07-2023,11,4,100023,21,84
1345,23-11-2023,18,4,100562,39,156
1346,10-07-2023,11,4,100402,21,84
1347,25-02-2023,12,2,100346,85,170
1348,12-12-2023,14,4,100433,14,56
1349,30-04-2023,14,1,100695,14,14
1350,30-08-2023,11,6,100485,21,126
1351,13-01-2023,20,1,100357,87,87
1352,14-11-2023,8,6,100776,23,138
1353,15-10-2023,19,1,100401,74,74
1354,17-06-2023,18,6,100401,39,234
1355,09-11-2023,7,8,100074,27,216
1356,24-04-2023,13,2,100541,64,128
1357,28-11-2023,18,2,100745,39,78
1358,02-02-2023,9,4,100290,96,384
1359,22-11-2023,12,3,100290,85,255
1360,26-08-2023,15,4,100714,13,52
1361,25-12-2023,15,7,100946,13,91
1362,04-06-2023,13,1,100200,64,64
1363,29-11-2023,1,6,100718,91,546
1364,29-07-2023,2,3,100877,24,72
1365,01-03-2023,10,7,100562,79,553
1366,13-03-2023,20,2,100404,87,174
1367,24-01-2023,1,2,100100,91,182
1368,20-01-2023,17,4,100135,37,148
1369,05-06-2023,5,1,100332,41,41
1370,10-09-2023,10,3,100771,79,237
1371,01-03-2023,1,9,100811,91,819
1372,19-02-2023,10,7,100595,79,553
1373,01-05-2023,8,7,100887,23,161
1374,03-10-2023,7,4,100825,27,108
1375,11-03-2023,11,2,100056,21,42
